cliente_id,tipo_cliente,estado,superficie_m2,ocupantes,costo_energia_mxn
CLIENTE_3726,Comercial,Colima,77,3,345.46
CLIENTE_3727,Residencial,Jalisco,77,2,233.7
CLIENTE_3728,Residencial,Hidalgo,52,3,282.3
CLIENTE_3729,Residencial,Morelos,24,3,221.92
CLIENTE_3730,Residencial,Puebla,24,3,226.56
CLIENTE_3731,Residencial,Puebla,24,3,320.0
CLIENTE_3732,Comercial,Colima,24,1,318.02
CLIENTE_3733,Residencial,Ciudad de México,77,1,241.15
CLIENTE_3734,Residencial,Jalisco,45,2,292.07
CLIENTE_3735,Residencial,Tlaxcala,45,4,574.48
CLIENTE_3736,Residencial,Oaxaca,24,1,233.51
CLIENTE_3737,Comercial,Tlaxcala,77,4,398.66
CLIENTE_3738,Comercial,Sonora,52,4,530.48
CLIENTE_3739,Comercial,Nuevo León,24,2,209.95
CLIENTE_3740,Residencial,Jalisco,52,2,390.72
CLIENTE_3741,Comercial,Michoacán,24,3,318.44
CLIENTE_3742,Comercial,Guanajuato,17,3,291.27
CLIENTE_3743,Comercial,Colima,45,3,283.4
CLIENTE_3744,Residencial,Chihuahua,45,3,311.33
CLIENTE_3745,Residencial,Jalisco,17,3,217.17
CLIENTE_3746,Residencial,Aguascalientes,24,3,380.99
CLIENTE_3747,Comercial,Nuevo León,77,1,321.59
CLIENTE_3748,Residencial,Sonora,45,4,432.97
CLIENTE_3749,Residencial,Tamaulipas,45,2,309.28
CLIENTE_3750,Comercial,Tamaulipas,24,2,225.49
CLIENTE_3751,Comercial,Colima,17,3,202.92
CLIENTE_3752,Comercial,Ciudad de México,24,1,322.54
CLIENTE_3753,Residencial,Hidalgo,24,3,326.04
CLIENTE_3754,Comercial,Puebla,24,1,313.39
CLIENTE_3755,Residencial,San Luis Potosí,24,1,235.3
CLIENTE_3756,Residencial,Campeche,45,4,520.33
CLIENTE_3757,Residencial,Puebla,24,2,210.52
CLIENTE_3758,Residencial,Ciudad de México,52,2,318.36
CLIENTE_3759,Residencial,Ciudad de México,24,1,307.61
CLIENTE_3760,Comercial,Michoacán,45,2,327.37
CLIENTE_3761,Residencial,Chihuahua,17,1,374.22
CLIENTE_3762,Comercial,Guanajuato,45,1,365.45
CLIENTE_3763,Residencial,Colima,17,1,390.87
CLIENTE_3764,Residencial,Chiapas,77,2,389.99
CLIENTE_3765,Residencial,Morelos,45,3,350.21
CLIENTE_3766,Residencial,Tabasco,45,2,386.12
CLIENTE_3767,Residencial,Michoacán,17,3,368.75
CLIENTE_3768,Residencial,Sonora,45,2,341.47
CLIENTE_3769,Residencial,Puebla,45,4,410.36
CLIENTE_3770,Residencial,Ciudad de México,24,2,209.08
CLIENTE_3771,Residencial,Ciudad de México,45,4,569.13
CLIENTE_3772,Comercial,Hidalgo,52,4,496.66
CLIENTE_3773,Residencial,Aguascalientes,45,4,564.34
CLIENTE_3774,Comercial,Aguascalientes,52,4,459.84
CLIENTE_3775,Comercial,Zacatecas,52,3,277.1
CLIENTE_3776,Comercial,Chihuahua,77,1,336.11
CLIENTE_3777,Comercial,Oaxaca,45,3,378.1
CLIENTE_3778,Residencial,Tlaxcala,45,1,216.64
CLIENTE_3779,Comercial,Jalisco,45,1,367.61
CLIENTE_3780,Comercial,Hidalgo,45,2,354.24
CLIENTE_3781,Residencial,Nuevo León,77,2,261.06
CLIENTE_3782,Residencial,Tabasco,17,2,268.81
CLIENTE_3783,Residencial,Morelos,24,2,208.58
CLIENTE_3784,Comercial,Colima,24,2,202.58
CLIENTE_3785,Comercial,Guanajuato,24,3,292.56
CLIENTE_3786,Residencial,Jalisco,24,3,218.16
CLIENTE_3787,Residencial,Jalisco,45,4,435.06
CLIENTE_3788,Residencial,Guanajuato,17,3,364.72
CLIENTE_3789,Residencial,Chihuahua,45,3,310.92
CLIENTE_3790,Comercial,Michoacán,45,2,323.15
CLIENTE_3791,Residencial,Yucatán,24,3,236.09
CLIENTE_3792,Residencial,Coahuila,24,3,361.19
CLIENTE_3793,Residencial,Nuevo León,45,4,575.43
CLIENTE_3794,Comercial,Michoacán,45,1,301.61
CLIENTE_3795,Residencial,Colima,52,2,377.57
CLIENTE_3796,Comercial,Colima,52,3,364.34
CLIENTE_3797,Residencial,Coahuila,77,3,342.19
CLIENTE_3798,Residencial,Michoacán,45,4,547.54
CLIENTE_3799,Residencial,Nuevo León,77,3,220.06
CLIENTE_3800,Residencial,Aguascalientes,52,2,252.36
CLIENTE_3801,Residencial,Colima,52,3,212.53
CLIENTE_3802,Comercial,Puebla,17,1,201.21
CLIENTE_3803,Comercial,Michoacán,77,2,230.39
CLIENTE_3804,Comercial,Zacatecas,45,1,371.3
CLIENTE_3805,Residencial,Michoacán,45,4,444.64
CLIENTE_3806,Comercial,Quintana Roo,17,2,388.82
CLIENTE_3807,Residencial,Colima,24,3,316.05
CLIENTE_3808,Residencial,Jalisco,24,2,245.78
CLIENTE_3809,Residencial,Sonora,24,2,296.51
CLIENTE_3810,Residencial,Coahuila,17,2,242.25
CLIENTE_3811,Comercial,Hidalgo,52,1,391.51
CLIENTE_3812,Residencial,Michoacán,17,2,364.84
CLIENTE_3813,Residencial,Quintana Roo,24,3,204.63
CLIENTE_3814,Residencial,Tlaxcala,24,2,384.45
CLIENTE_3815,Residencial,Aguascalientes,45,2,340.21
CLIENTE_3816,Residencial,Jalisco,24,3,215.57
CLIENTE_3817,Residencial,Guanajuato,24,3,330.37
CLIENTE_3818,Comercial,Ciudad de México,45,1,325.74
CLIENTE_3819,Comercial,Jalisco,45,3,242.17
CLIENTE_3820,Residencial,Tlaxcala,17,3,347.51
CLIENTE_3821,Residencial,Tamaulipas,24,3,216.49
CLIENTE_3822,Residencial,Zacatecas,24,2,294.99
CLIENTE_3823,Comercial,Tamaulipas,77,1,201.44
CLIENTE_3824,Residencial,Chihuahua,24,3,388.51
CLIENTE_3825,Residencial,Chiapas,45,3,346.14
CLIENTE_3826,Residencial,Ciudad de México,24,3,230.51
CLIENTE_3827,Residencial,Colima,45,2,266.15
CLIENTE_3828,Residencial,Morelos,17,2,230.81
CLIENTE_3829,Comercial,Hidalgo,17,1,349.11
CLIENTE_3830,Residencial,Morelos,45,4,406.94
CLIENTE_3831,Residencial,Hidalgo,24,1,363.47
CLIENTE_3832,Comercial,Aguascalientes,17,2,383.34
CLIENTE_3833,Comercial,Guanajuato,45,3,331.51
CLIENTE_3834,Residencial,Colima,77,3,241.07
CLIENTE_3835,Residencial,Veracruz,24,1,269.76
CLIENTE_3836,Residencial,Nuevo León,45,3,292.64
CLIENTE_3837,Comercial,Colima,77,2,317.49
CLIENTE_3838,Residencial,Jalisco,52,1,329.99
CLIENTE_3839,Comercial,San Luis Potosí,45,4,510.11
CLIENTE_3840,Comercial,Tamaulipas,45,2,268.05
CLIENTE_3841,Residencial,Aguascalientes,17,2,373.35
CLIENTE_3842,Residencial,Chiapas,45,3,215.38
CLIENTE_3843,Residencial,Morelos,24,2,290.47
CLIENTE_3844,Residencial,Quintana Roo,24,2,350.85
CLIENTE_3845,Residencial,Nuevo León,45,4,407.36
CLIENTE_3846,Comercial,Colima,17,3,337.14
CLIENTE_3847,Comercial,Guerrero,45,2,359.44
CLIENTE_3848,Residencial,Guanajuato,45,3,328.43
CLIENTE_3849,Comercial,Guanajuato,45,2,202.01
CLIENTE_3850,Residencial,Chihuahua,17,3,234.65
CLIENTE_3851,Residencial,Guerrero,17,3,266.27
CLIENTE_3852,Residencial,Jalisco,45,4,443.35
CLIENTE_3853,Residencial,Coahuila,77,1,387.33
CLIENTE_3854,Comercial,Jalisco,17,2,326.65
CLIENTE_3855,Comercial,Colima,24,2,257.45
CLIENTE_3856,Residencial,Chihuahua,52,1,380.91
CLIENTE_3857,Residencial,Puebla,17,3,344.01
CLIENTE_3858,Residencial,Tamaulipas,52,3,255.02
CLIENTE_3859,Residencial,Michoacán,45,4,473.59
CLIENTE_3860,Comercial,Michoacán,45,4,436.2
CLIENTE_3861,Comercial,Jalisco,24,1,388.97
CLIENTE_3862,Residencial,Yucatán,24,1,300.43
CLIENTE_3863,Residencial,Campeche,24,3,374.34
CLIENTE_3864,Residencial,Aguascalientes,52,4,466.83
CLIENTE_3865,Residencial,Coahuila,45,3,367.46
CLIENTE_3866,Residencial,Aguascalientes,45,1,210.03
CLIENTE_3867,Residencial,Michoacán,45,2,391.13
CLIENTE_3868,Comercial,Michoacán,24,3,377.45
CLIENTE_3869,Comercial,Aguascalientes,45,1,270.37
CLIENTE_3870,Residencial,Hidalgo,45,4,556.02
CLIENTE_3871,Residencial,Oaxaca,45,2,346.29
CLIENTE_3872,Residencial,Tamaulipas,24,2,375.36
CLIENTE_3873,Residencial,Aguascalientes,45,2,259.46
CLIENTE_3874,Comercial,Tamaulipas,52,4,491.64
CLIENTE_3875,Residencial,Zacatecas,45,2,368.3
CLIENTE_3876,Residencial,Nuevo León,17,1,351.42
CLIENTE_3877,Residencial,Coahuila,45,3,276.26
CLIENTE_3878,Comercial,Puebla,24,2,364.53
CLIENTE_3879,Residencial,Puebla,45,2,208.66
CLIENTE_3880,Residencial,Morelos,77,1,352.11
CLIENTE_3881,Residencial,Aguascalientes,45,4,437.72
CLIENTE_3882,Comercial,Aguascalientes,45,2,255.32
CLIENTE_3883,Comercial,Nuevo León,45,1,295.75
CLIENTE_3884,Residencial,Ciudad de México,17,1,287.24
CLIENTE_3885,Comercial,Chiapas,24,3,301.07
CLIENTE_3886,Comercial,Jalisco,77,2,305.79
CLIENTE_3887,Comercial,Michoacán,45,3,264.18
CLIENTE_3888,Residencial,Aguascalientes,17,1,233.7
CLIENTE_3889,Residencial,Tlaxcala,24,2,349.45
CLIENTE_3890,Residencial,Coahuila,45,1,277.55
CLIENTE_3891,Comercial,Tlaxcala,45,1,298.19
CLIENTE_3892,Residencial,Campeche,52,1,325.32
CLIENTE_3893,Comercial,Zacatecas,24,2,377.0
CLIENTE_3894,Residencial,Aguascalientes,77,1,337.55
CLIENTE_3895,Comercial,Tamaulipas,45,1,208.35
CLIENTE_3896,Comercial,Coahuila,45,2,363.13
CLIENTE_3897,Residencial,Ciudad de México,45,3,392.54
CLIENTE_3898,Comercial,Guanajuato,17,1,291.69
CLIENTE_3899,Residencial,Sonora,77,4,596.6
CLIENTE_3900,Comercial,Zacatecas,17,3,306.32
CLIENTE_3901,Residencial,Puebla,24,3,289.18
CLIENTE_3902,Residencial,San Luis Potosí,52,3,264.18
CLIENTE_3903,Comercial,Aguascalientes,45,3,327.83
CLIENTE_3904,Residencial,Colima,52,3,244.34
CLIENTE_3905,Comercial,Jalisco,45,3,219.98
CLIENTE_3906,Residencial,Colima,24,2,204.82
CLIENTE_3907,Residencial,Michoacán,77,2,256.54
CLIENTE_3908,Residencial,Guanajuato,17,3,276.72
CLIENTE_3909,Residencial,Jalisco,52,4,509.66
CLIENTE_3910,Residencial,Zacatecas,24,2,256.61
CLIENTE_3911,Residencial,Michoacán,52,2,391.51
CLIENTE_3912,Residencial,Michoacán,17,3,256.42
CLIENTE_3913,Residencial,Yucatán,45,4,486.51
CLIENTE_3914,Comercial,Tlaxcala,52,3,219.64
CLIENTE_3915,Comercial,Sonora,45,4,448.93
CLIENTE_3916,Residencial,Michoacán,45,4,404.74
CLIENTE_3917,Comercial,Michoacán,52,1,308.67
CLIENTE_3918,Residencial,Campeche,45,2,346.07
CLIENTE_3919,Comercial,Jalisco,77,3,237.69
CLIENTE_3920,Comercial,Guanajuato,45,2,271.28
CLIENTE_3921,Comercial,Guanajuato,24,2,202.73
CLIENTE_3922,Residencial,Sonora,17,2,363.32
CLIENTE_3923,Comercial,Colima,24,1,351.69
CLIENTE_3924,Residencial,Tabasco,17,3,211.85
CLIENTE_3925,Comercial,Tlaxcala,45,2,270.71
CLIENTE_3926,Residencial,Colima,24,3,385.89
CLIENTE_3927,Residencial,Aguascalientes,17,2,275.99
CLIENTE_3928,Comercial,Ciudad de México,17,3,302.18
CLIENTE_3929,Comercial,Chihuahua,52,3,268.81
CLIENTE_3930,Residencial,Zacatecas,45,3,315.82
CLIENTE_3931,Comercial,Puebla,24,2,390.37
CLIENTE_3932,Residencial,Hidalgo,52,1,394.14
CLIENTE_3933,Residencial,Hidalgo,17,3,350.66
CLIENTE_3934,Residencial,Aguascalientes,77,4,478.88
CLIENTE_3935,Residencial,Michoacán,45,4,497.65
CLIENTE_3936,Residencial,Jalisco,24,1,269.12
CLIENTE_3937,Residencial,Tamaulipas,45,3,391.82
CLIENTE_3938,Residencial,Quintana Roo,45,1,337.59
CLIENTE_3939,Residencial,Ciudad de México,45,3,287.09
CLIENTE_3940,Residencial,Tlaxcala,52,1,201.86
CLIENTE_3941,Comercial,Aguascalientes,24,3,301.07
CLIENTE_3942,Comercial,Hidalgo,24,3,391.48
CLIENTE_3943,Residencial,Quintana Roo,17,1,301.57
CLIENTE_3944,Residencial,San Luis Potosí,24,3,235.11
CLIENTE_3945,Residencial,Morelos,24,2,203.79
CLIENTE_3946,Residencial,Yucatán,77,3,268.7
CLIENTE_3947,Comercial,Guanajuato,17,3,378.67
CLIENTE_3948,Residencial,Guerrero,45,2,393.95
CLIENTE_3949,Residencial,Puebla,45,2,383.95
CLIENTE_3950,Residencial,Jalisco,52,2,341.85
CLIENTE_3951,Residencial,Puebla,77,1,308.41
CLIENTE_3952,Comercial,Yucatán,45,2,314.75
CLIENTE_3953,Comercial,Coahuila,77,1,304.68
CLIENTE_3954,Residencial,Jalisco,45,2,337.48
CLIENTE_3955,Residencial,Tlaxcala,77,1,281.24
CLIENTE_3956,Comercial,Puebla,45,2,330.07
CLIENTE_3957,Comercial,Michoacán,17,2,223.21
CLIENTE_3958,Residencial,Tabasco,45,3,251.33
CLIENTE_3959,Residencial,Colima,45,2,362.63
CLIENTE_3960,Residencial,Chiapas,24,3,375.86
CLIENTE_3961,Residencial,Hidalgo,24,2,304.68
CLIENTE_3962,Residencial,Jalisco,45,2,205.66
CLIENTE_3963,Residencial,Jalisco,77,3,380.38
CLIENTE_3964,Residencial,Chihuahua,17,3,336.49
CLIENTE_3965,Residencial,Michoacán,45,1,280.29
CLIENTE_3966,Comercial,Colima,45,4,519.31
CLIENTE_3967,Residencial,Aguascalientes,77,3,283.37
CLIENTE_3968,Residencial,Colima,77,1,290.32
CLIENTE_3969,Residencial,Guanajuato,45,2,372.55
CLIENTE_3970,Residencial,Coahuila,45,3,230.93
CLIENTE_3971,Comercial,Tamaulipas,24,3,219.72
CLIENTE_3972,Residencial,Aguascalientes,45,2,200.03
CLIENTE_3973,Residencial,Tlaxcala,45,2,260.76
CLIENTE_3974,Comercial,Sonora,52,2,228.27
CLIENTE_3975,Residencial,Guanajuato,45,2,242.44
CLIENTE_3976,Comercial,Michoacán,24,3,201.7
CLIENTE_3977,Residencial,Ciudad de México,45,2,243.85
CLIENTE_3978,Residencial,Michoacán,24,2,264.4
CLIENTE_3979,Residencial,Jalisco,17,3,205.66
CLIENTE_3980,Residencial,Hidalgo,24,1,318.14
CLIENTE_3981,Comercial,Jalisco,17,3,310.5
CLIENTE_3982,Comercial,Guanajuato,52,1,218.42
CLIENTE_3983,Residencial,Aguascalientes,24,2,315.59
CLIENTE_3984,Residencial,Guanajuato,24,3,394.36
CLIENTE_3985,Comercial,Chihuahua,77,2,383.8
CLIENTE_3986,Comercial,Guanajuato,24,3,200.03
CLIENTE_3987,Residencial,Puebla,17,1,354.69
CLIENTE_3988,Residencial,Veracruz,24,3,268.51
CLIENTE_3989,Residencial,Campeche,17,2,211.93
CLIENTE_3990,Comercial,Aguascalientes,17,3,257.26
CLIENTE_3991,Residencial,Ciudad de México,17,2,262.28
CLIENTE_3992,Residencial,Ciudad de México,45,3,301.61
CLIENTE_3993,Comercial,Hidalgo,24,1,328.51
CLIENTE_3994,Residencial,Guanajuato,24,3,345.65
CLIENTE_3995,Residencial,Puebla,52,3,247.49
CLIENTE_3996,Residencial,Aguascalientes,45,3,262.28
CLIENTE_3997,Residencial,Ciudad de México,77,3,259.69
CLIENTE_3998,Residencial,Guerrero,45,1,270.29
CLIENTE_3999,Residencial,Sonora,24,2,394.55
CLIENTE_4000,Residencial,San Luis Potosí,45,4,556.7
CLIENTE_4001,Residencial,Veracruz,17,3,389.77
CLIENTE_4002,Comercial,Michoacán,17,3,334.74
CLIENTE_4003,Comercial,Colima,45,4,479.29
CLIENTE_4004,Residencial,Colima,45,3,275.54
CLIENTE_4005,Residencial,Michoacán,45,1,294.84
CLIENTE_4006,Residencial,Hidalgo,77,2,280.86
CLIENTE_4007,Residencial,Tlaxcala,24,2,361.11
CLIENTE_4008,Residencial,Guanajuato,45,3,290.24
CLIENTE_4009,Comercial,Colima,45,3,257.18
CLIENTE_4010,Residencial,Michoacán,77,2,350.7
CLIENTE_4011,Residencial,Morelos,52,4,572.62
CLIENTE_4012,Residencial,Morelos,77,3,281.54
CLIENTE_4013,Comercial,Coahuila,24,3,329.8
CLIENTE_4014,Residencial,Tamaulipas,45,3,210.98
CLIENTE_4015,Residencial,Ciudad de México,24,1,302.82
CLIENTE_4016,Residencial,Nuevo León,24,1,208.28
CLIENTE_4017,Comercial,Tamaulipas,77,2,205.2
CLIENTE_4018,Comercial,Tabasco,17,1,319.09
CLIENTE_4019,Residencial,Tamaulipas,77,1,258.7
CLIENTE_4020,Residencial,Aguascalientes,17,2,344.39
CLIENTE_4021,Residencial,Morelos,52,4,581.29
CLIENTE_4022,Residencial,Tabasco,24,1,226.71
CLIENTE_4023,Comercial,Michoacán,24,2,340.86
CLIENTE_4024,Comercial,Ciudad de México,24,3,299.9
CLIENTE_4025,Comercial,Colima,45,4,418.04
CLIENTE_4026,Comercial,Ciudad de México,24,2,326.65
CLIENTE_4027,Residencial,Michoacán,45,4,521.59
CLIENTE_4028,Residencial,Sonora,17,2,300.12
CLIENTE_4029,Comercial,Veracruz,17,2,380.27
CLIENTE_4030,Residencial,Michoacán,17,3,301.19
CLIENTE_4031,Comercial,Tlaxcala,45,4,600.97
CLIENTE_4032,Residencial,Michoacán,52,3,298.87
CLIENTE_4033,Residencial,Puebla,52,3,222.11
CLIENTE_4034,Comercial,Quintana Roo,24,2,291.31
CLIENTE_4035,Residencial,Aguascalientes,45,4,432.63
CLIENTE_4036,Comercial,Guanajuato,45,2,316.01
CLIENTE_4037,Comercial,Nuevo León,24,2,334.74
CLIENTE_4038,Comercial,Chiapas,45,2,290.89
CLIENTE_4039,Comercial,Colima,45,2,218.58
CLIENTE_4040,Residencial,Tlaxcala,17,2,290.93
CLIENTE_4041,Comercial,Chihuahua,17,2,215.38
CLIENTE_4042,Residencial,Ciudad de México,24,1,332.61
CLIENTE_4043,Residencial,Zacatecas,45,4,559.28
CLIENTE_4044,Residencial,Tlaxcala,17,3,387.3
CLIENTE_4045,Residencial,Michoacán,24,1,228.53
CLIENTE_4046,Residencial,Coahuila,24,3,303.39
CLIENTE_4047,Residencial,Hidalgo,17,2,310.23
CLIENTE_4048,Residencial,Colima,24,1,379.51
CLIENTE_4049,Comercial,Oaxaca,77,2,321.9
CLIENTE_4050,Residencial,Aguascalientes,17,1,227.89
CLIENTE_4051,Comercial,Chiapas,45,1,284.66
CLIENTE_4052,Comercial,Guanajuato,24,2,327.26
CLIENTE_4053,Comercial,Sonora,45,1,336.15
CLIENTE_4054,Residencial,Puebla,45,1,367.92
CLIENTE_4055,Comercial,Aguascalientes,24,3,234.73
CLIENTE_4056,Residencial,Zacatecas,52,2,385.17
CLIENTE_4057,Comercial,Tabasco,45,4,406.98
CLIENTE_4058,Residencial,Morelos,52,4,599.56
CLIENTE_4059,Comercial,Tlaxcala,45,2,366.89
CLIENTE_4060,Comercial,Puebla,77,1,328.36
CLIENTE_4061,Residencial,San Luis Potosí,45,2,342.91
CLIENTE_4062,Residencial,Quintana Roo,77,3,213.67
CLIENTE_4063,Comercial,Michoacán,45,3,207.59
CLIENTE_4064,Residencial,Ciudad de México,45,2,219.37
CLIENTE_4065,Comercial,Colima,45,4,412.87
CLIENTE_4066,Residencial,Guanajuato,52,2,306.32
CLIENTE_4067,Residencial,Tlaxcala,77,3,241.53
CLIENTE_4068,Comercial,Aguascalientes,24,2,367.35
CLIENTE_4069,Comercial,Chihuahua,45,1,286.48
CLIENTE_4070,Comercial,Sonora,24,2,335.2
CLIENTE_4071,Residencial,Yucatán,45,4,530.63
CLIENTE_4072,Comercial,Guanajuato,24,1,261.9
CLIENTE_4073,Residencial,Michoacán,24,3,246.96
CLIENTE_4074,Residencial,Guanajuato,77,2,266.34
CLIENTE_4075,Comercial,Tlaxcala,17,3,354.96
CLIENTE_4076,Residencial,Colima,45,2,313.92
CLIENTE_4077,Residencial,Michoacán,45,4,447.49
CLIENTE_4078,Residencial,Michoacán,17,1,359.1
CLIENTE_4079,Comercial,Michoacán,24,2,210.18
CLIENTE_4080,Residencial,Morelos,45,3,335.92
CLIENTE_4081,Comercial,Tlaxcala,24,1,285.19
CLIENTE_4082,Residencial,Colima,52,2,342.19
CLIENTE_4083,Residencial,Ciudad de México,77,4,587.82
CLIENTE_4084,Comercial,Colima,24,3,345.84
CLIENTE_4085,Residencial,Ciudad de México,24,3,285.72
CLIENTE_4086,Residencial,Tamaulipas,45,2,228.95
CLIENTE_4087,Residencial,Morelos,45,3,356.86
CLIENTE_4088,Residencial,San Luis Potosí,24,1,289.41
CLIENTE_4089,Comercial,Ciudad de México,17,2,214.21
CLIENTE_4090,Residencial,Colima,45,1,339.8
CLIENTE_4091,Comercial,Guanajuato,77,3,256.46
CLIENTE_4092,Residencial,Tamaulipas,24,3,209.04
CLIENTE_4093,Residencial,Jalisco,45,3,375.67
CLIENTE_4094,Comercial,Colima,77,1,293.78
CLIENTE_4095,Residencial,Aguascalientes,45,3,254.33
CLIENTE_4096,Residencial,Tabasco,45,2,339.3
CLIENTE_4097,Residencial,Hidalgo,45,4,579.2
CLIENTE_4098,Residencial,Nuevo León,77,2,199.58
CLIENTE_4099,Residencial,Guerrero,45,4,537.93
CLIENTE_4100,Residencial,Puebla,52,3,349.18
CLIENTE_4101,Residencial,Guanajuato,45,2,240.46
CLIENTE_4102,Residencial,Michoacán,45,1,295.03
CLIENTE_4103,Residencial,Hidalgo,24,1,216.9
CLIENTE_4104,Residencial,Aguascalientes,24,3,345.23
CLIENTE_4105,Residencial,Coahuila,45,2,364.88
CLIENTE_4106,Comercial,Puebla,24,2,220.63
CLIENTE_4107,Comercial,Sonora,45,4,564.72
CLIENTE_4108,Residencial,Quintana Roo,24,3,350.06
CLIENTE_4109,Comercial,Ciudad de México,52,4,466.91
CLIENTE_4110,Residencial,Colima,17,1,334.21
CLIENTE_4111,Residencial,Veracruz,52,4,394.67
CLIENTE_4112,Residencial,Guanajuato,45,4,588.73
CLIENTE_4113,Residencial,Michoacán,24,3,306.89
CLIENTE_4114,Residencial,Jalisco,45,2,320.53
CLIENTE_4115,Residencial,Ciudad de México,24,2,329.19
CLIENTE_4116,Residencial,Colima,24,3,309.05
CLIENTE_4117,Comercial,Michoacán,24,1,366.66
CLIENTE_4118,Residencial,Guerrero,17,1,318.48
CLIENTE_4119,Residencial,Guerrero,77,3,376.62
CLIENTE_4120,Comercial,Chiapas,17,2,313.12
CLIENTE_4121,Residencial,Quintana Roo,45,1,232.9
CLIENTE_4122,Residencial,Colima,24,3,377.76
CLIENTE_4123,Comercial,Jalisco,45,2,332.5
CLIENTE_4124,Comercial,Quintana Roo,24,1,335.96
CLIENTE_4125,Comercial,Morelos,45,1,391.78
CLIENTE_4126,Comercial,Zacatecas,45,3,214.17
CLIENTE_4127,Comercial,Colima,45,2,283.14
CLIENTE_4128,Comercial,Colima,17,1,246.16
CLIENTE_4129,Residencial,Colima,45,3,322.51
CLIENTE_4130,Residencial,Zacatecas,24,1,356.93
CLIENTE_4131,Residencial,Hidalgo,17,2,388.06
CLIENTE_4132,Residencial,Jalisco,45,4,489.36
CLIENTE_4133,Comercial,Jalisco,45,1,352.91
CLIENTE_4134,Residencial,Morelos,45,2,378.44
CLIENTE_4135,Residencial,Guanajuato,45,1,332.84
CLIENTE_4136,Residencial,Michoacán,24,1,246.85
CLIENTE_4137,Comercial,Jalisco,24,3,318.1
CLIENTE_4138,Residencial,Tlaxcala,17,1,388.78
CLIENTE_4139,Comercial,Aguascalientes,45,2,392.2
CLIENTE_4140,Residencial,Guanajuato,45,3,324.86
CLIENTE_4141,Residencial,Jalisco,24,2,372.59
CLIENTE_4142,Residencial,Ciudad de México,45,2,238.6
CLIENTE_4143,Residencial,Guerrero,45,3,247.53
CLIENTE_4144,Comercial,Guanajuato,45,4,593.14
CLIENTE_4145,Comercial,Michoacán,45,2,225.87
CLIENTE_4146,Residencial,Michoacán,45,1,236.78
CLIENTE_4147,Residencial,Puebla,45,4,482.26
CLIENTE_4148,Residencial,Jalisco,24,3,314.56
CLIENTE_4149,Comercial,Colima,17,1,317.34
CLIENTE_4150,Comercial,Aguascalientes,24,1,256.46
CLIENTE_4151,Residencial,Aguascalientes,45,4,586.42
CLIENTE_4152,Residencial,Michoacán,52,2,378.06
CLIENTE_4153,Comercial,Chihuahua,45,2,275.99
CLIENTE_4154,Residencial,Jalisco,24,1,284.24
CLIENTE_4155,Residencial,Ciudad de México,45,4,540.97
CLIENTE_4156,Residencial,Sonora,52,4,532.76
CLIENTE_4157,Residencial,Veracruz,52,4,474.28
CLIENTE_4158,Comercial,Colima,45,3,280.33
CLIENTE_4159,Comercial,Aguascalientes,52,1,267.41
CLIENTE_4160,Residencial,Aguascalientes,17,1,245.44
CLIENTE_4161,Residencial,San Luis Potosí,17,2,288.91
CLIENTE_4162,Residencial,Michoacán,17,2,333.45
CLIENTE_4163,Residencial,Colima,45,1,344.28
CLIENTE_4164,Residencial,Puebla,17,1,351.5
CLIENTE_4165,Residencial,Veracruz,45,2,272.61
CLIENTE_4166,Residencial,Campeche,45,1,348.69
CLIENTE_4167,Residencial,Tabasco,24,2,200.75
CLIENTE_4168,Residencial,Puebla,52,1,292.6
CLIENTE_4169,Residencial,Puebla,24,3,354.43
CLIENTE_4170,Residencial,Hidalgo,24,3,322.43
CLIENTE_4171,Residencial,Ciudad de México,45,4,493.39
CLIENTE_4172,Comercial,Quintana Roo,17,1,325.28
CLIENTE_4173,Residencial,Chihuahua,45,2,376.47
CLIENTE_4174,Residencial,Chihuahua,52,1,310.0
CLIENTE_4175,Comercial,Puebla,77,1,355.57
CLIENTE_4176,Comercial,Ciudad de México,52,4,598.92
CLIENTE_4177,Residencial,Morelos,24,2,337.17
CLIENTE_4178,Comercial,Aguascalientes,45,1,311.37
CLIENTE_4179,Residencial,Guanajuato,17,2,206.8
CLIENTE_4180,Residencial,Nuevo León,24,1,272.57
CLIENTE_4181,Residencial,Michoacán,17,2,309.85
CLIENTE_4182,Comercial,Jalisco,24,1,355.07
CLIENTE_4183,Comercial,Coahuila,52,3,285.0
CLIENTE_4184,Residencial,Michoacán,24,2,386.84
CLIENTE_4185,Residencial,Aguascalientes,45,4,451.29
CLIENTE_4186,Residencial,Aguascalientes,45,3,344.77
CLIENTE_4187,Residencial,Jalisco,45,2,281.28
CLIENTE_4188,Residencial,Tamaulipas,77,2,294.35
CLIENTE_4189,Comercial,Oaxaca,24,2,356.1
CLIENTE_4190,Comercial,Yucatán,45,2,257.3
CLIENTE_4191,Comercial,Oaxaca,45,1,218.39
CLIENTE_4192,Comercial,Nuevo León,17,1,301.04
CLIENTE_4193,Residencial,Oaxaca,45,2,302.67
CLIENTE_4194,Comercial,Campeche,52,4,560.69
CLIENTE_4195,Residencial,Campeche,17,1,388.44
CLIENTE_4196,Residencial,Coahuila,17,2,210.29
CLIENTE_4197,Residencial,Jalisco,24,2,314.94
CLIENTE_4198,Residencial,San Luis Potosí,45,4,536.56
CLIENTE_4199,Residencial,Michoacán,45,4,599.98
